_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry,geo_coordinates
104,13468970.0,Lake Shore Blvd W,Jameson Ave,104,104,104,LAKE SHORE BLVD W,JAMESON AVE,6117,224,Lake Shore Blvd W And Jameson Ave,,LAKE SHORE BLVD W,JAMESON AVE,,,,Toronto and East York,Parkdale-High Park(4),,,,14,,,2017-07-10T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4345630018802, 43.6333410037216]]}","(-79.4345630018802, 43.6333410037216)"
105,13452053.0,Eglinton Ave E,Danforth Rd,105,105,105,EGLINTON AVE E,DANFORTH RD,6118,379,Eglinton Ave E And Danforth Rd,,EGLINTON AVE E,DANFORTH RD,,,,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),,,43,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2461639921163, 43.7370970034513]]}","(-79.2461639921163, 43.7370970034513)"
106,13442522.0,Neilson Rd,McLevin Ave,106,106,106,NEILSON RD,MCLEVIN AVE,6119,1339,Neilson Rd And Mclevin Ave,,NEILSON RD,MCLEVIN AVE,,,,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),,,42,,,2017-06-05T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2216579986745, 43.8091730021276]]}","(-79.2216579986745, 43.8091730021276)"
107,13467394.0,Simcoe St,Wellington St W,107,107,107,SIMCOE ST,WELLINGTON ST W,6120,264,Simcoe St And Wellington St W,,SIMCOE ST,WELLINGTON ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-08-08T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3855610005702, 43.6460530112796]]}","(-79.3855610005702, 43.6460530112796)"
108,13448840.0,Jane St,Stong Crt,108,108,108,JANE ST,STONG CRT,6121,972,Jane St And Stong Crt / York Gate Blvd,,JANE ST,STONG CRT,YORK GATE BLVD,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2017-10-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.518821999491, 43.7619170059083]]}","(-79.518821999491, 43.7619170059083)"
109,13446514.0,Ellesmere Rd,Bellamy Rd N,109,109,109,ELLESMERE RD,BELLAMY RD N,6122,700,Ellesmere Rd And Bellamy Rd N,,ELLESMERE RD,BELLAMY RD N,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2417590066978, 43.7743339999482]]}","(-79.2417590066978, 43.7743339999482)"
110,13450163.0,Lawrence Ave E,Kennedy Rd,110,110,110,LAWRENCE AVE E,KENNEDY RD,6123,412,Lawrence Ave E And Kennedy Rd,,LAWRENCE AVE E,KENNEDY RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2749340070665, 43.7494969990726]]}","(-79.2749340070665, 43.7494969990726)"
111,13454488.0,Warden Ave,Comstock Rd,111,111,111,WARDEN AVE,COMSTOCK RD,6124,690,Warden Ave And Comstock Rd,,WARDEN AVE,COMSTOCK RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2849930048744, 43.7215320000156]]}","(-79.2849930048744, 43.7215320000156)"
112,13443955.0,Sheppard Ave E,Malvern St,112,112,112,SHEPPARD AVE E,MALVERN ST,6125,1568,Sheppard Ave E And Malvern St / Progress Ave,,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,,,Scarborough,Scarborough North(23),,,,42,,,2017-05-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2349310078247, 43.7946620094042]]}","(-79.2349310078247, 43.7946620094042)"
113,13456668.0,Rexdale Blvd,Kipling Ave,113,113,113,REXDALE BLVD,KIPLING AVE,6126,732,Rexdale Blvd And Kipling Ave,,REXDALE BLVD,KIPLING AVE,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-10-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5667019990785, 43.7117030085107]]}","(-79.5667019990785, 43.7117030085107)"
114,13458367.0,Weston Rd,Lawrence Ave W,114,114,114,WESTON RD,LAWRENCE AVE W,6127,431,Weston Rd And Lawrence Ave W,,WESTON RD,LAWRENCE AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-10-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5162009996174, 43.7001579982337]]}","(-79.5162009996174, 43.7001579982337)"
115,13452733.0,Islington Ave,Albion Rd,115,115,115,ISLINGTON AVE,ALBION RD,6128,717,Islington Ave And Albion Rd,,ISLINGTON AVE,ALBION RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-06-19T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5653050069778, 43.7372359965559]]}","(-79.5653050069778, 43.7372359965559)"
116,,,,116,116,116,YONGE ST,STEELES AVE,6130,131,Yonge St And Steeles Ave,,YONGE ST,STEELES AVE,,,,North York,Willowdale(18),,,,32,,,2017-08-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4200839983511, 43.7979990068179]]}","(-79.4200839983511, 43.7979990068179)"
117,13463893.0,St Clair Ave W,Runnymede Rd,117,117,117,ST CLAIR AVE W,RUNNYMEDE RD,6131,494,St Clair Ave W And Runnymede Rd,,ST CLAIR AVE W,RUNNYMEDE RD,,,,Etobicoke York,York South-Weston(5),,,,12,11.0,,2017-08-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4835639906144, 43.6689929996743]]}","(-79.4835639906144, 43.6689929996743)"
118,13453141.0,Warden Ave,Ashtonbee Rd,118,118,118,WARDEN AVE,ASHTONBEE RD,6132,1377,Warden Ave And Ashtonbee Rd,,WARDEN AVE,ASHTONBEE RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2017-03-13T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2887619943645, 43.7307110016848]]}","(-79.2887619943645, 43.7307110016848)"
119,13456952.0,Keele St,Lawrence Ave W,119,119,119,KEELE ST,LAWRENCE AVE W,6134,428,Keele St And Lawrence Ave W,,KEELE ST,LAWRENCE AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-08-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4780619980855, 43.7086590072417]]}","(-79.4780619980855, 43.7086590072417)"
120,13442651.0,Birchmount Rd,McNicoll Ave,120,120,120,BIRCHMOUNT RD,MCNICOLL AVE,6135,1413,Birchmount Rd And Mcnicoll Ave,,BIRCHMOUNT RD,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-08-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3111679978823, 43.8086369998735]]}","(-79.3111679978823, 43.8086369998735)"
121,13442502.0,Finch Ave E,Middlefield Rd,121,121,121,FINCH AVE E,MIDDLEFIELD RD,6136,1431,Finch Ave E And Middlefield Rd,,FINCH AVE E,MIDDLEFIELD RD,,,,Scarborough,Scarborough North(23),,,,42,,,2017-03-24T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2576989968394, 43.8098879984202]]}","(-79.2576989968394, 43.8098879984202)"
122,13459022.0,Dixon Rd,Islington Ave,122,122,122,DIXON RD,ISLINGTON AVE,6137,434,Dixon Rd And Islington Ave,,DIXON RD,ISLINGTON AVE,,,,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),,,23,,,2017-12-19T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5467310031199, 43.6970490024325]]}","(-79.5467310031199, 43.6970490024325)"
123,13468134.0,Spadina Ave,Bremner Blvd,123,123,123,SPADINA AVE,BREMNER BLVD,6138,1579,Spadina Ave And Bremner Blvd / Fort York Blvd,,SPADINA AVE,BREMNER BLVD,FORT YORK BLVD,,,Toronto and East York,Spadina-Fort York(10),,,,14,52.0,,2017-09-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.393004001533, 43.6405620021071]]}","(-79.393004001533, 43.6405620021071)"
124,13469508.0,The Queensway,Royal York Rd,124,124,124,THE QUEENSWAY,ROYAL YORK RD,6139,565,The Queensway And Royal York Rd,,THE QUEENSWAY,ROYAL YORK RD,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2017-06-05T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5026320022918, 43.6263360042642]]}","(-79.5026320022918, 43.6263360042642)"
125,13468803.0,Lake Shore Blvd W,Strachan Ave,125,125,125,LAKE SHORE BLVD W,STRACHAN AVE,6140,222,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,,LAKE SHORE BLVD W,STRACHAN AVE,REMEMBRANCE DR,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2017-10-06T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4087450089457, 43.6344420021957]]}","(-79.4087450089457, 43.6344420021957)"
126,13448547.0,Lawrence Ave E,Markham Rd,126,126,126,LAWRENCE AVE E,MARKHAM RD,6141,420,Lawrence Ave E And Markham Rd,,LAWRENCE AVE E,MARKHAM RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-03-24T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2253240008177, 43.7598219974576]]}","(-79.2253240008177, 43.7598219974576)"
127,13455910.0,Jane St,Falstaff Ave,127,127,127,JANE ST,FALSTAFF AVE,6142,531,Jane St And Falstaff Ave / Gordon Mackay Rd,,JANE ST,FALSTAFF AVE,GORDON MACKAY RD,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-10-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.507223997328, 43.7154560102381]]}","(-79.507223997328, 43.7154560102381)"
128,13454662.0,Avenue Rd,Lawrence Ave W,128,128,128,AVENUE RD,LAWRENCE AVE W,6143,119,Avenue Rd And Lawrence Ave W,,AVENUE RD,LAWRENCE AVE W,,,,North York,Eglinton-Lawrence(8),,,,32,53.0,,2017-03-14T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4156090060983, 43.7222550020132]]}","(-79.4156090060983, 43.7222550020132)"
129,13443081.0,Pharmacy Ave,McNicoll Ave,129,129,129,PHARMACY AVE,MCNICOLL AVE,6145,1241,Pharmacy Ave And Mcnicoll Ave,,PHARMACY AVE,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-03-24T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.330734002608, 43.8041220005354]]}","(-79.330734002608, 43.8041220005354)"
130,13445553.0,Markham Rd,Progress Ave,130,130,130,MARKHAM RD,PROGRESS AVE,6146,878,Markham Rd And Progress Ave,,MARKHAM RD,PROGRESS AVE,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-08-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2338900025899, 43.7817459980457]]}","(-79.2338900025899, 43.7817459980457)"
131,13444062.0,Markham Rd,Sheppard Ave E,131,131,131,MARKHAM RD,SHEPPARD AVE E,6147,701,Markham Rd And Sheppard Ave E,,MARKHAM RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),,,,42,,,2017-04-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2387520051422, 43.7938690047402]]}","(-79.2387520051422, 43.7938690047402)"
132,13445096.0,Don Mills Rd,Van Horne Ave,132,132,132,DON MILLS RD,VAN HORNE AVE,6148,628,Don Mills Rd And Van Horne Ave,,DON MILLS RD,VAN HORNE AVE,,,,North York,Don Valley North(17),,,,33,,,2017-07-10T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3530289956111, 43.7873450079363]]}","(-79.3530289956111, 43.7873450079363)"
133,13443095.0,Sheppard Ave E,Morningside Ave,133,133,133,SHEPPARD AVE E,MORNINGSIDE AVE,6149,1108,Sheppard Ave E And Morningside Ave,,SHEPPARD AVE E,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1997710048694, 43.8019740056559]]}","(-79.1997710048694, 43.8019740056559)"
134,13443245.0,Morningside Ave,Milner Ave,134,134,134,MORNINGSIDE AVE,MILNER AVE,6150,1584,Morningside Ave And Milner Ave,,MORNINGSIDE AVE,MILNER AVE,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2017-03-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1990800062785, 43.8002799962731]]}","(-79.1990800062785, 43.8002799962731)"
135,13442363.0,Kennedy Rd,McNicoll Ave,135,135,135,KENNEDY RD,MCNICOLL AVE,6152,1586,Kennedy Rd And Mcnicoll Ave,,KENNEDY RD,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-09-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3019450092272, 43.8121360060908]]}","(-79.3019450092272, 43.8121360060908)"
136,13446212.0,Markham Rd,Ellesmere Rd,136,136,136,MARKHAM RD,ELLESMERE RD,6153,702,Markham Rd And Ellesmere Rd,,MARKHAM RD,ELLESMERE RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2018-02-16T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2317560025442, 43.7764360086941]]}","(-79.2317560025442, 43.7764360086941)"
137,13466139.0,Bloor St W,Keele St,137,137,137,BLOOR ST W,KEELE ST,6154,328,Bloor St W And Keele St / Parkside Dr,,BLOOR ST W,KEELE ST,PARKSIDE DR,,,Toronto and East York,Parkdale-High Park(4),,,,11,,,2018-09-05T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4600479973423, 43.6547070009503]]}","(-79.4600479973423, 43.6547070009503)"
138,13461355.0,Eglinton Ave W,Scarlett Rd,138,138,138,EGLINTON AVE W,SCARLETT RD,6155,784,Eglinton Ave W And Scarlett Rd,,EGLINTON AVE W,SCARLETT RD,,,,Etobicoke York,Etobicoke Centre(2),,,,23,22.0,,2019-06-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5114570043453, 43.6839620012534]]}","(-79.5114570043453, 43.6839620012534)"
139,13445306.0,Steeles Ave W,Dufferin St,139,139,139,STEELES AVE W,DUFFERIN ST,6156,619,Steeles Ave W And Dufferin St,,STEELES AVE W,DUFFERIN ST,,,,North York,York Centre(6),,,,32,,,2018-09-05T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4700889909467, 43.7872830028842]]}","(-79.4700889909467, 43.7872830028842)"
140,13463882.0,Dufferin St,Dupont St,140,140,140,DUFFERIN ST,DUPONT ST,6157,608,Dufferin St And Dupont St,,DUFFERIN ST,DUPONT ST,,,,Toronto and East York,Davenport(9),,,,11,14.0,,2018-11-28T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4390350096527, 43.6684640112994]]}","(-79.4390350096527, 43.6684640112994)"
141,13467841.0,Bloor St W,Islington Ave,141,141,141,BLOOR ST W,ISLINGTON AVE,6158,339,Bloor St W And Islington Ave,,BLOOR ST W,ISLINGTON AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2018-11-28T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5234379984697, 43.6446480024837]]}","(-79.5234379984697, 43.6446480024837)"
142,,,,142,142,142,STEELES AVE W,HIGHWAY 27,6159,1793,Steeles Ave W And Highway 27,,STEELES AVE W,HIGHWAY 27,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2019-03-01T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.6140899949954, 43.7554540002572]]}","(-79.6140899949954, 43.7554540002572)"
143,13446608.0,Sheppard Ave E,Don Mills Rd,143,143,143,SHEPPARD AVE E,DON MILLS RD,6160,627,Sheppard Ave E And Don Mills Rd,,SHEPPARD AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2019-09-19T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.347040002097, 43.7751070040083]]}","(-79.347040002097, 43.7751070040083)"
144,13447608.0,Steeles Ave W,Signet Dr,144,144,144,STEELES AVE W,SIGNET DR,6161,1232,Steeles Ave W And Signet Dr / Old Weston Rd,,STEELES AVE W,SIGNET DR,OLD WESTON RD,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2019-06-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5434480009718, 43.7709200085331]]}","(-79.5434480009718, 43.7709200085331)"
145,13445476.0,Kennedy Rd,Sheppard Ave E,145,145,145,KENNEDY RD,SHEPPARD AVE E,6162,752,Kennedy Rd And Sheppard Ave E,,KENNEDY RD,SHEPPARD AVE E,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2020-05-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2882629959488, 43.7832860020415]]}","(-79.2882629959488, 43.7832860020415)"
146,13461868.0,Bathurst St,Nina St,146,146,146,BATHURST ST,NINA ST,6163,306,Bathurst St And Nina St,,BATHURST ST,NINA ST,,,,Toronto and East York,Toronto-St. Paul's(12),,,,13,,,2020-12-03T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4169819991952, 43.6798239968693]]}","(-79.4169819991952, 43.6798239968693)"
147,13444657.0,Finch Ave E,Liszt Gt,147,147,147,FINCH AVE E,LISZT GT,6164,1861,Finch Ave E And Liszt Gt / Trudy Rd,,FINCH AVE E,LISZT GT,TRUDY RD,,,North York,Don Valley North(17),,,,33,,,2024-03-01T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3630760018579, 43.7908339966093]]}","(-79.3630760018579, 43.7908339966093)"
148,13442145.0,Warden Ave,Bamburgh Crcl,148,148,148,WARDEN AVE,BAMBURGH CRCL,6165,1490,Warden Ave And Bamburgh Crcl,NORTH INTERSECTION,WARDEN AVE,BAMBURGH CRCL,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2024-03-01T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3245550002299, 43.816198999522]]}","(-79.3245550002299, 43.816198999522)"
149,13458353.0,Avenue Rd,Chaplin Cres,149,149,149,AVENUE RD,CHAPLIN CRES,6166,116,Avenue Rd And Chaplin Cres,,AVENUE RD,CHAPLIN CRES,,,,Toronto and East York,Toronto-St. Paul's(12),,,,53,,,2022-05-19T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4061560052234, 43.6987780017931]]}","(-79.4061560052234, 43.6987780017931)"
150,13443575.0,Brimley Rd,Huntingwood Dr,150,150,150,BRIMLEY RD,HUNTINGWOOD DR,6167,1170,Brimley Rd And Huntingwood Dr,,BRIMLEY RD,HUNTINGWOOD DR,,,,Scarborough,Scarborough North(23),,,,42,,,2021-04-07T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2733659976785, 43.7984070025272]]}","(-79.2733659976785, 43.7984070025272)"
151,13446436.0,Brimley Rd,Progress Ave,151,151,151,BRIMLEY RD,PROGRESS AVE,6168,1072,Brimley Rd And Progress Ave,,BRIMLEY RD,PROGRESS AVE,,,,Scarborough,Scarborough Centre(21),,,,41,43.0,,2021-05-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2631830057711, 43.7752810004707]]}","(-79.2631830057711, 43.7752810004707)"
152,13454867.0,Kingston Rd,Brimley Rd,152,152,152,KINGSTON RD,BRIMLEY RD,6169,164,Kingston Rd And Brimley Rd / Brimley Rd S,,KINGSTON RD,BRIMLEY RD,BRIMLEY RD S,,,Scarborough,Scarborough Southwest(20),,,,41,43.0,,2021-05-25T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2403629937362, 43.7182259993558]]}","(-79.2403629937362, 43.7182259993558)"
153,13448254.0,Lawrence Ave E,Scarborough Golf Club Rd,153,153,153,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,6170,397,Lawrence Ave E And Scarborough Golf Club Rd,,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-05-14T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2158379985684, 43.7618520036741]]}","(-79.2158379985684, 43.7618520036741)"
154,13441620.0,Steeles Ave E,Markham Rd,154,154,154,STEELES AVE E,MARKHAM RD,6171,1583,Steeles Ave E And Markham Rd,,STEELES AVE E,MARKHAM RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2511890036955, 43.8365980058072]]}","(-79.2511890036955, 43.8365980058072)"
155,13444609.0,Steeles Ave W,Bathurst St,155,155,155,STEELES AVE W,BATHURST ST,6172,678,Steeles Ave W And Bathurst St,,STEELES AVE W,BATHURST ST,,,,North York,York Centre(6),Willowdale(18),,,32,,,2021-12-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4457550064858, 43.7924070075576]]}","(-79.4457550064858, 43.7924070075576)"
156,13468144.0,Strachan Ave,Wellington St W,156,156,156,STRACHAN AVE,WELLINGTON ST W,6173,2403,Strachan Ave And Wellington St W / Douro St,,STRACHAN AVE,WELLINGTON ST W,DOURO ST,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2021-06-21T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4114689982727, 43.6407580008455]]}","(-79.4114689982727, 43.6407580008455)"
157,13465166.0,University Ave,College St,157,157,157,UNIVERSITY AVE,COLLEGE ST,6174,83,University Ave And College St,,UNIVERSITY AVE,COLLEGE ST,,,,Toronto and East York,University-Rosedale(11),,,,52,,,2021-10-21T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3904940096713, 43.6598580027362]]}","(-79.3904940096713, 43.6598580027362)"
158,13465980.0,University Ave,Dundas St W,158,158,158,UNIVERSITY AVE,DUNDAS ST W,6175,81,University Ave And Dundas St W,,UNIVERSITY AVE,DUNDAS ST W,,,,Toronto and East York,University-Rosedale(11),Spadina-Fort York(10),,,52,,,2021-06-21T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3883140021352, 43.6547900061355]]}","(-79.3883140021352, 43.6547900061355)"
159,13448519.0,Warden Ave,Ellesmere Rd,159,159,159,WARDEN AVE,ELLESMERE RD,6176,694,Warden Ave And Ellesmere Rd,,WARDEN AVE,ELLESMERE RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-06-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3007509906093, 43.7611930035096]]}","(-79.3007509906093, 43.7611930035096)"
160,13443314.0,Warden Ave,Bridletowne Crcl,160,160,160,WARDEN AVE,BRIDLETOWNE CRCL,6177,1217,Warden Ave And Bridletowne Crcl,SOUTH INTERSECTION,WARDEN AVE,BRIDLETOWNE CRCL,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-12-16T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3138820071934, 43.7921790026872]]}","(-79.3138820071934, 43.7921790026872)"
161,13445655.0,Willowdale Ave,Bishop Ave,161,161,161,WILLOWDALE AVE,BISHOP AVE,6178,1640,Willowdale Ave And Bishop Ave,,WILLOWDALE AVE,BISHOP AVE,,,,North York,Willowdale(18),,,,32,,,2021-04-07T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4078709998587, 43.7834400045557]]}","(-79.4078709998587, 43.7834400045557)"
162,13442003.0,Steeles Ave E,Warden Ave,162,162,162,STEELES AVE E,WARDEN AVE,6179,1191,Steeles Ave E And Warden Ave,,STEELES AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3244359888069, 43.8196309971474]]}","(-79.3244359888069, 43.8196309971474)"
163,13445027.0,Cummer Ave,Willowdale Ave,163,163,163,CUMMER AVE,WILLOWDALE AVE,6180,806,Cummer Ave And Willowdale Ave,,CUMMER AVE,WILLOWDALE AVE,,,,North York,Willowdale(18),,,,32,,,2021-05-25T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.409916994778, 43.7886630024238]]}","(-79.409916994778, 43.7886630024238)"
164,13446551.0,Sheppard Ave E,Victoria Park Ave,164,164,164,SHEPPARD AVE E,VICTORIA PARK AVE,6181,748,Sheppard Ave E And Victoria Park Ave,,SHEPPARD AVE E,VICTORIA PARK AVE,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2021-05-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3230170005675, 43.7752440086096]]}","(-79.3230170005675, 43.7752440086096)"
165,13446970.0,Bathurst St,Finch Ave W,165,165,165,BATHURST ST,FINCH AVE W,6182,675,Bathurst St And Finch Ave W,,BATHURST ST,FINCH AVE W,,,,North York,York Centre(6),Willowdale(18),,,32,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4430079979777, 43.7738590056771]]}","(-79.4430079979777, 43.7738590056771)"
166,13444423.0,Finch Ave E,Don Mills Rd,166,166,166,FINCH AVE E,DON MILLS RD,6183,869,Finch Ave E And Don Mills Rd,,FINCH AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2021-05-07T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3547360041712, 43.7926600047163]]}","(-79.3547360041712, 43.7926600047163)"
167,13447496.0,Ellesmere Rd,Midland Ave,167,167,167,ELLESMERE RD,MIDLAND AVE,6184,697,Ellesmere Rd And Midland Ave,,ELLESMERE RD,MIDLAND AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-07-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2711099947681, 43.7679240068039]]}","(-79.2711099947681, 43.7679240068039)"
168,13446896.0,Steeles Ave W,Jane St,168,168,168,STEELES AVE W,JANE ST,6185,535,Steeles Ave W And Jane St,,STEELES AVE W,JANE ST,,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2021-03-05T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5217349954741, 43.775470007186]]}","(-79.5217349954741, 43.775470007186)"
169,13452283.0,Sheppard Ave W,Jane St,169,169,169,SHEPPARD AVE W,JANE ST,6186,533,Sheppard Ave W And Jane St,,SHEPPARD AVE W,JANE ST,,,,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2021-05-14T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5132209984939, 43.7393890046471]]}","(-79.5132209984939, 43.7393890046471)"
170,13449830.0,Lawrence Ave E,Midland Ave,170,170,170,LAWRENCE AVE E,MIDLAND AVE,6187,413,Lawrence Ave E And Midland Ave,,LAWRENCE AVE E,MIDLAND AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-09-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2650520049525, 43.7515209975058]]}","(-79.2650520049525, 43.7515209975058)"
