_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry,geo_coordinates
171,13446827.0,McCowan Rd,Ellesmere Rd,171,171,171,MCCOWAN RD,ELLESMERE RD,6188,699,Mccowan Rd And Ellesmere Rd,,MCCOWAN RD,ELLESMERE RD,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-08-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.251497995166, 43.7721420056226]]}","(-79.251497995166, 43.7721420056226)"
172,13454098.0,Dufferin St,Bridgeland Ave,172,172,172,DUFFERIN ST,BRIDGELAND AVE,6189,616,Dufferin St And Bridgeland Ave / Yorkdale Rd,,DUFFERIN ST,BRIDGELAND AVE,YORKDALE RD,,,North York,Eglinton-Lawrence(8),,,,32,,,2022-07-22T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4576530092748, 43.7269950077038]]}","(-79.4576530092748, 43.7269950077038)"
173,13447827.0,McCowan Rd,Brimorton Dr,173,173,173,MCCOWAN RD,BRIMORTON DR,6190,951,Mccowan Rd And Brimorton Dr,,MCCOWAN RD,BRIMORTON DR,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-06-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2489580019758, 43.7654209967952]]}","(-79.2489580019758, 43.7654209967952)"
174,,,,174,174,174,HIGHWAY 27,REXDALE BLVD,6191,1161,Highway 27 And Rexdale Blvd,,HIGHWAY 27,REXDALE BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-06-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5956219954628, 43.717268007419]]}","(-79.5956219954628, 43.717268007419)"
175,13452437.0,Bathurst St,Wilson Ave,175,175,175,BATHURST ST,WILSON AVE,6192,320,Bathurst St And Wilson Ave,,BATHURST ST,WILSON AVE,,,,North York,York Centre(6),,,,32,,,2021-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4340050046302, 43.7373540023486]]}","(-79.4340050046302, 43.7373540023486)"
176,13465860.0,Jarvis St,Shuter St,176,176,176,JARVIS ST,SHUTER ST,6193,7,Jarvis St And Shuter St,,JARVIS ST,SHUTER ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2021-06-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3739169933193, 43.6553610036448]]}","(-79.3739169933193, 43.6553610036448)"
177,13448487.0,Lawrence Ave E,Greencrest Crct,177,177,177,LAWRENCE AVE E,GREENCREST CRCT,6194,1005,Lawrence Ave E And Greencrest Crct / Greenholm Crct,,LAWRENCE AVE E,GREENCREST CRCT,GREENHOLM CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2229820032987, 43.7603119953437]]}","(-79.2229820032987, 43.7603119953437)"
178,13449574.0,Steeles Ave W,Martin Grove Rd,178,178,178,STEELES AVE W,MARTIN GROVE RD,6195,1486,Steeles Ave W And Martin Grove Rd,,STEELES AVE W,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.6033810035634, 43.7578610076682]]}","(-79.6033810035634, 43.7578610076682)"
179,14134984.0,Lake Shore Blvd W,Lower Simcoe St,179,179,179,LAKE SHORE BLVD W,LOWER SIMCOE ST,6196,1747,Lake Shore Blvd W And Lower Simcoe St,,LAKE SHORE BLVD W,LOWER SIMCOE ST,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2021-09-13T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3831869970504, 43.6403400048128]]}","(-79.3831869970504, 43.6403400048128)"
180,13458216.0,Martin Grove Rd,Belfield Rd,180,180,180,MARTIN GROVE RD,BELFIELD RD,6197,789,Martin Grove Rd And Belfield Rd,,MARTIN GROVE RD,BELFIELD RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5756320005708, 43.7019480092184]]}","(-79.5756320005708, 43.7019480092184)"
181,13442251.0,Finch Ave E,Markham Rd,181,181,181,FINCH AVE E,MARKHAM RD,6198,1257,Finch Ave E And Markham Rd,,FINCH AVE E,MARKHAM RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2430759998232, 43.8129710006548]]}","(-79.2430759998232, 43.8129710006548)"
182,13443837.0,Finch Ave E,Warden Ave,182,182,182,FINCH AVE E,WARDEN AVE,6199,1035,Finch Ave E And Warden Ave,,FINCH AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-06-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.315766003199, 43.7967720021073]]}","(-79.315766003199, 43.7967720021073)"
183,13451212.0,Lawrence Ave E,Pharmacy Ave,183,183,183,LAWRENCE AVE E,PHARMACY AVE,6200,408,Lawrence Ave E And Pharmacy Ave,,LAWRENCE AVE E,PHARMACY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3046450113134, 43.7432420025631]]}","(-79.3046450113134, 43.7432420025631)"
184,13464451.0,Jane St,Dundas St W,184,184,184,JANE ST,DUNDAS ST W,6201,185,Jane St And Dundas St W,,JANE ST,DUNDAS ST W,,,,Toronto and East York,Parkdale-High Park(4),,,,11,,,2022-05-19T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4911860014992, 43.6657339991971]]}","(-79.4911860014992, 43.6657339991971)"
185,13452119.0,Eglinton Ave E,Brimley Rd,185,185,185,EGLINTON AVE E,BRIMLEY RD,6202,462,Eglinton Ave E And Brimley Rd,,EGLINTON AVE E,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),,,41,43.0,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2480839990685, 43.7366960072987]]}","(-79.2480839990685, 43.7366960072987)"
186,13450997.0,Eglinton Ave E,Markham Rd,186,186,186,EGLINTON AVE E,MARKHAM RD,6203,463,Eglinton Ave E And Markham Rd,,EGLINTON AVE E,MARKHAM RD,,,,Scarborough,Scarborough Southwest(20),Scarborough-Guildwood(24),,,43,,,2021-06-23T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2189130009699, 43.7431820018927]]}","(-79.2189130009699, 43.7431820018927)"
187,13445861.0,McCowan Rd,Consilium Pl,187,187,187,MCCOWAN RD,CONSILIUM PL,6204,940,Mccowan Rd And Consilium Pl / 401 C E Mccowan Rd Ramp,HWY 401 SOUTH INTERSECTION,MCCOWAN RD,CONSILIUM PL,401 C E MCCOWAN RD RAMP,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2022-10-14T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2542179919047, 43.7795880023281]]}","(-79.2542179919047, 43.7795880023281)"
188,13455129.0,St Clair Ave E,Danforth Rd,188,188,188,ST CLAIR AVE E,DANFORTH RD,6205,392,St Clair Ave E And Danforth Rd,,ST CLAIR AVE E,DANFORTH RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2021-04-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2599200046733, 43.716846011755]]}","(-79.2599200046733, 43.716846011755)"
189,13449204.0,Lawrence Ave E,McCowan Rd,189,189,189,LAWRENCE AVE E,MCCOWAN RD,6206,380,Lawrence Ave E And Mccowan Rd,,LAWRENCE AVE E,MCCOWAN RD,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-08-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2454219966348, 43.7555480047005]]}","(-79.2454219966348, 43.7555480047005)"
190,20154546.0,Morningside Ave,401 C W Morningside Ave N Ramp,190,190,190,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,6207,1546,Morningside Ave And 401 C W Morningside Ave N Ramp / Cinemart Dr,HWY 401 NORTH INTERSECTION,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,CINEMART DR,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2021-06-23T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1977450106576, 43.7978289967425]]}","(-79.1977450106576, 43.7978289967425)"
191,13447492.0,Bellamy Rd N,Brimorton Dr,191,191,191,BELLAMY RD N,BRIMORTON DR,6208,1017,Bellamy Rd N And Brimorton Dr,,BELLAMY RD N,BRIMORTON DR,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-06-03T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.23916500512, 43.7674520013201]]}","(-79.23916500512, 43.7674520013201)"
192,13449428.0,Weston Rd,Fenmar Dr,192,192,192,WESTON RD,FENMAR DR,6209,1149,Weston Rd And Fenmar Dr,,WESTON RD,FENMAR DR,,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.543761993849, 43.7574660031374]]}","(-79.543761993849, 43.7574660031374)"
193,13441776.0,Markham Rd,McNicoll Ave,193,193,193,MARKHAM RD,MCNICOLL AVE,6210,1560,Markham Rd And Mcnicoll Ave,,MARKHAM RD,MCNICOLL AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.247816998906, 43.8239970063578]]}","(-79.247816998906, 43.8239970063578)"
194,13450818.0,Lawrence Ave E,Warden Ave,194,194,194,LAWRENCE AVE E,WARDEN AVE,6211,409,Lawrence Ave E And Warden Ave,,LAWRENCE AVE E,WARDEN AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-06-23T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2947299975949, 43.7453760055059]]}","(-79.2947299975949, 43.7453760055059)"
195,13462349.0,Kipling Ave,Widdicombe Hill,195,195,195,KIPLING AVE,WIDDICOMBE HILL,6212,1359,Kipling Ave And Widdicombe Hill / Widdicombe Hill Blvd,,KIPLING AVE,WIDDICOMBE HILL,WIDDICOMBE HILL BLVD,,,Etobicoke York,Etobicoke Centre(2),,,,23,,,2021-08-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5517119968769, 43.6789370037179]]}","(-79.5517119968769, 43.6789370037179)"
196,13446075.0,Sheppard Ave E,Warden Ave,196,196,196,SHEPPARD AVE E,WARDEN AVE,6213,750,Sheppard Ave E And Warden Ave,,SHEPPARD AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-12-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.30790499033, 43.7787310059445]]}","(-79.30790499033, 43.7787310059445)"
197,13449501.0,Lawrence Ave E,Brimley Rd,197,197,197,LAWRENCE AVE E,BRIMLEY RD,6214,414,Lawrence Ave E And Brimley Rd,,LAWRENCE AVE E,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),,,,41,43.0,,2021-08-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2553669940847, 43.75352600203]]}","(-79.2553669940847, 43.75352600203)"
198,13450458.0,William R Allen Rd,Sheppard Ave W,198,198,198,WILLIAM R ALLEN RD,SHEPPARD AVE W,6215,1407,William R Allen Rd And Sheppard Ave W,,WILLIAM R ALLEN RD,SHEPPARD AVE W,,,,North York,York Centre(6),,,,32,,,2021-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4633900003128, 43.7502510064068]]}","(-79.4633900003128, 43.7502510064068)"
199,13441919.0,Midland Ave,Copthorne Ave,199,199,199,MIDLAND AVE,COPTHORNE AVE,6216,1565,Midland Ave And Copthorne Ave / Passmore Ave,,MIDLAND AVE,COPTHORNE AVE,PASSMORE AVE,,,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),,,42,,,2021-08-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2949340100423, 43.8207070058596]]}","(-79.2949340100423, 43.8207070058596)"
200,13452186.0,Lawrence Ave E,The Donway E,200,200,200,LAWRENCE AVE E,THE DONWAY E,6217,403,Lawrence Ave E And The Donway E,,LAWRENCE AVE E,THE DONWAY E,,,,North York,Don Valley East(16),,,,33,,,2022-07-13T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3409769972931, 43.7376949952709]]}","(-79.3409769972931, 43.7376949952709)"
201,13445219.0,Sheppard Ave E,Midland Ave,201,201,201,SHEPPARD AVE E,MIDLAND AVE,6218,862,Sheppard Ave E And Midland Ave,,SHEPPARD AVE E,MIDLAND AVE,,,,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),,,42,,,2022-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2785700014687, 43.7853480059608]]}","(-79.2785700014687, 43.7853480059608)"
202,13442528.0,Steeles Ave E,Don Mills Rd,202,202,202,STEELES AVE E,DON MILLS RD,6219,1038,Steeles Ave E And Don Mills Rd,,STEELES AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2021-09-13T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3607760036512, 43.8111839970382]]}","(-79.3607760036512, 43.8111839970382)"
203,13455179.0,St Clair Ave E,Kennedy Rd,203,203,203,ST CLAIR AVE E,KENNEDY RD,6220,475,St Clair Ave E And Kennedy Rd,,ST CLAIR AVE E,KENNEDY RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2613339983195, 43.7165249998306]]}","(-79.2613339983195, 43.7165249998306)"
204,13454001.0,Danforth Rd,Midland Ave,204,204,204,DANFORTH RD,MIDLAND AVE,6221,377,Danforth Rd And Midland Ave,,DANFORTH RD,MIDLAND AVE,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-28T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2539609986464, 43.7248270048835]]}","(-79.2539609986464, 43.7248270048835)"
205,13442643.0,Finch Ave E,McCowan Rd,205,205,205,FINCH AVE E,MCCOWAN RD,6222,1176,Finch Ave E And Mccowan Rd,,FINCH AVE E,MCCOWAN RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-11-09T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2665059922644, 43.8080259992832]]}","(-79.2665059922644, 43.8080259992832)"
206,13441814.0,Steeles Ave E,Kennedy Rd,206,206,206,STEELES AVE E,KENNEDY RD,6223,1192,Steeles Ave E And Kennedy Rd,,STEELES AVE E,KENNEDY RD,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-23T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3070660087638, 43.8236890021241]]}","(-79.3070660087638, 43.8236890021241)"
207,13445620.0,Steeles Ave W,Alness St,207,207,207,STEELES AVE W,ALNESS ST,6224,1231,Steeles Ave W And Alness St,,STEELES AVE W,ALNESS ST,,,,North York,York Centre(6),,,,32,,,2021-07-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.481056997688, 43.7847000015855]]}","(-79.481056997688, 43.7847000015855)"
208,13443499.0,Markham Rd,McLevin Ave,208,208,208,MARKHAM RD,MCLEVIN AVE,6225,1239,Markham Rd And Mclevin Ave / Nugget Ave,,MARKHAM RD,MCLEVIN AVE,NUGGET AVE,,,Scarborough,Scarborough North(23),,,,42,,,2021-12-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2410409983707, 43.798555006947]]}","(-79.2410409983707, 43.798555006947)"
209,13467307.0,Burnhamthorpe Rd,Martin Grove Rd,209,209,209,BURNHAMTHORPE RD,MARTIN GROVE RD,6226,785,Burnhamthorpe Rd And Martin Grove Rd,,BURNHAMTHORPE RD,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5489809979942, 43.6488059964487]]}","(-79.5489809979942, 43.6488059964487)"
210,13467918.0,Burnhamthorpe Rd,The West Mall,210,210,210,BURNHAMTHORPE RD,THE WEST MALL,6227,875,Burnhamthorpe Rd And The West Mall,,BURNHAMTHORPE RD,THE WEST MALL,,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2021-08-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5672500121821, 43.6445520063353]]}","(-79.5672500121821, 43.6445520063353)"
211,13444590.0,Markham Rd,Milner Ave,211,211,211,MARKHAM RD,MILNER AVE,6228,1203,Markham Rd And Milner Ave,,MARKHAM RD,MILNER AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2021-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2370580017317, 43.789554000022]]}","(-79.2370580017317, 43.789554000022)"
212,13444869.0,Ellesmere Rd,Military Trl,212,212,212,ELLESMERE RD,MILITARY TRL,6229,1082,Ellesmere Rd And Military Trl / Orton Park Rd,,ELLESMERE RD,MILITARY TRL,ORTON PARK RD,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-11-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2171420058346, 43.7797520046151]]}","(-79.2171420058346, 43.7797520046151)"
213,13464218.0,Jane St,St Clair Ave W,213,213,213,JANE ST,ST CLAIR AVE W,6230,495,Jane St And St Clair Ave W,,JANE ST,ST CLAIR AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,11.0,,2021-08-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4917669900948, 43.6671840047067]]}","(-79.4917669900948, 43.6671840047067)"
214,13442074.0,Finch Ave E,Neilson Rd,214,214,214,FINCH AVE E,NEILSON RD,6231,1587,Finch Ave E And Neilson Rd,,FINCH AVE E,NEILSON RD,,,,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),,,42,,,2021-09-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2276000011759, 43.8162650011277]]}","(-79.2276000011759, 43.8162650011277)"
215,13450586.0,Lawrence Ave E,Howden Rd,215,215,215,LAWRENCE AVE E,HOWDEN RD,6232,1284,Lawrence Ave E And Howden Rd / Underwriters Rd,,LAWRENCE AVE E,HOWDEN RD,UNDERWRITERS RD,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-12-16T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2879609941987, 43.7468220061773]]}","(-79.2879609941987, 43.7468220061773)"
216,13442174.0,Finch Ave E,Tapscott Rd,216,216,216,FINCH AVE E,TAPSCOTT RD,6233,1258,Finch Ave E And Tapscott Rd,,FINCH AVE E,TAPSCOTT RD,,,,Scarborough,Scarborough North(23),,,,42,,,2023-01-18T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2371370013515, 43.8142170010598]]}","(-79.2371370013515, 43.8142170010598)"
217,13443302.0,Kennedy Rd,Finch Ave E,217,217,217,KENNEDY RD,FINCH AVE E,6234,1021,Kennedy Rd And Finch Ave E,,KENNEDY RD,FINCH AVE E,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-11-09T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2965979921245, 43.8012680068432]]}","(-79.2965979921245, 43.8012680068432)"
218,13446040.0,Finch Ave E,Kenneth Ave,218,218,218,FINCH AVE E,KENNETH AVE,6235,1205,Finch Ave E And Kenneth Ave,,FINCH AVE E,KENNETH AVE,,,,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4123149915302, 43.7804750101607]]}","(-79.4123149915302, 43.7804750101607)"
219,13455952.0,Warden Ave,St Clair Ave E,219,219,219,WARDEN AVE,ST CLAIR AVE E,6236,473,Warden Ave And St Clair Ave E,,WARDEN AVE,ST CLAIR AVE E,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2810030013003, 43.7120450072188]]}","(-79.2810030013003, 43.7120450072188)"
220,13448022.0,Willowdale Ave,Spring Garden Ave,220,220,220,WILLOWDALE AVE,SPRING GARDEN AVE,6237,2473,Willowdale Ave And Spring Garden Ave,,WILLOWDALE AVE,SPRING GARDEN AVE,,,,North York,Willowdale(18),,,,32,,,2021-08-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4009059964784, 43.7663430021023]]}","(-79.4009059964784, 43.7663430021023)"
221,,,,221,221,221,O CONNOR DR,SUNRISE AVE,6238,520,O Connor Dr And Sunrise Ave,,O CONNOR DR,SUNRISE AVE,,,,North York,Don Valley East(16),Beaches-East York(19),,,54,,,2021-11-09T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3044680026261, 43.7189060068888]]}","(-79.3044680026261, 43.7189060068888)"
222,13457328.0,Martin Grove Rd,Bethridge Rd,222,222,222,MARTIN GROVE RD,BETHRIDGE RD,6239,1086,Martin Grove Rd And Bethridge Rd,,MARTIN GROVE RD,BETHRIDGE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-09-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5782439915549, 43.7075449991539]]}","(-79.5782439915549, 43.7075449991539)"
223,13447347.0,Kingston Rd,Lawrence Ave E,223,223,223,KINGSTON RD,LAWRENCE AVE E,6240,144,Kingston Rd And Lawrence Ave E,,KINGSTON RD,LAWRENCE AVE E,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-11-14T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1896089953668, 43.7676529995469]]}","(-79.1896089953668, 43.7676529995469)"
224,13447139.0,Ellesmere Rd,Brimley Rd,224,224,224,ELLESMERE RD,BRIMLEY RD,6241,698,Ellesmere Rd And Brimley Rd,,ELLESMERE RD,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),,,,41,43.0,,2022-07-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2613310111036, 43.7700650058419]]}","(-79.2613310111036, 43.7700650058419)"
225,13444901.0,Brimley Rd,Sheppard Ave E,225,225,225,BRIMLEY RD,SHEPPARD AVE E,6242,1109,Brimley Rd And Sheppard Ave E,,BRIMLEY RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),,,,42,,,2021-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2683120020163, 43.7875780115527]]}","(-79.2683120020163, 43.7875780115527)"
226,13448822.0,Markham Rd,Greencedar Crct,226,226,226,MARKHAM RD,GREENCEDAR CRCT,6243,704,Markham Rd And Greencedar Crct / Greencrest Crct,,MARKHAM RD,GREENCEDAR CRCT,GREENCREST CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-08-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2247089902657, 43.7578400050447]]}","(-79.2247089902657, 43.7578400050447)"
227,,,,227,227,227,REXDALE BLVD,QUEENS PLATE DR,6244,1668,Rexdale Blvd And Queens Plate Dr,EAST INTERSECTION,REXDALE BLVD,QUEENS PLATE DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-11-02T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5926150038854, 43.7165310032397]]}","(-79.5926150038854, 43.7165310032397)"
228,,,,228,228,228,YONGE ST,RICHMOND ST,6245,33,Yonge St And Richmond St,,YONGE ST,RICHMOND ST,,,,Toronto and East York,Toronto Centre(13),,,,51,52.0,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3789840090281, 43.6516920007317]]}","(-79.3789840090281, 43.6516920007317)"
229,13469971.0,Evans Ave,Horner Ave,229,229,229,EVANS AVE,HORNER AVE,6246,774,Evans Ave And Horner Ave,,EVANS AVE,HORNER AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2021-09-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5188459932174, 43.6169930013198]]}","(-79.5188459932174, 43.6169930013198)"
230,13442179.0,Steeles Ave E,Victoria Park Ave,230,230,230,STEELES AVE E,VICTORIA PARK AVE,6247,1142,Steeles Ave E And Victoria Park Ave,,STEELES AVE E,VICTORIA PARK AVE,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2023-01-18T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3413169998851, 43.8156500059062]]}","(-79.3413169998851, 43.8156500059062)"
231,13465689.0,Dundas St W,Royal York Rd,231,231,231,DUNDAS ST W,ROYAL YORK RD,6248,1852,Dundas St W And Royal York Rd / Private Access @ 275m East Of - Kingsway Mills Plaza,,DUNDAS ST W,ROYAL YORK RD,PRIVATE ACCESS,275M EAST OF,KINGSWAY MILLS PLAZA,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),,,22,,,2021-10-21T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5135780034782, 43.6594600022959]]}","(-79.5135780034782, 43.6594600022959)"
232,13441833.0,McCowan Rd,Alton Towers Crcl,232,232,232,MCCOWAN RD,ALTON TOWERS CRCL,6249,1711,Mccowan Rd And Alton Towers Crcl @ 210m South Of,ALTON TOWERS CRCL (NORTH),MCCOWAN RD,ALTON TOWERS CRCL,,210M SOUTH OF,,Scarborough,Scarborough North(23),,,,42,,,2021-11-09T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2751400030519, 43.8250800011958]]}","(-79.2751400030519, 43.8250800011958)"
233,13454821.0,Jane St,William Cragg Dr,233,233,233,JANE ST,WILLIAM CRAGG DR,6250,1472,Jane St And William Cragg Dr / Private Access @ 70m North Of - Sheridan Mall,,JANE ST,WILLIAM CRAGG DR,PRIVATE ACCESS,70M NORTH OF,SHERIDAN MALL,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2021-12-16T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5091200039297, 43.7229899950159]]}","(-79.5091200039297, 43.7229899950159)"
234,13444720.0,Neilson Rd,Military Trl,234,234,234,NEILSON RD,MILITARY TRL,6251,1423,Neilson Rd And Military Trl,,NEILSON RD,MILITARY TRL,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-03-17T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2083430021465, 43.7879720042868]]}","(-79.2083430021465, 43.7879720042868)"
235,13453576.0,Martin Grove Rd,John Garland Blvd,235,235,235,MARTIN GROVE RD,JOHN GARLAND BLVD,6252,1132,Martin Grove Rd And John Garland Blvd,,MARTIN GROVE RD,JOHN GARLAND BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-02-10T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5894230008677, 43.7320220035084]]}","(-79.5894230008677, 43.7320220035084)"
236,,,,236,236,236,LAKE SHORE BLVD W,FLEET ST,6253,216,Lake Shore Blvd W And Fleet St / Bathurst St,,LAKE SHORE BLVD W,FLEET ST,BATHURST ST,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3996490015435, 43.6364840035827]]}","(-79.3996490015435, 43.6364840035827)"
